proto,state,dur,sbytes,dbytes,sttl,dttl,sloss,dloss,service,Sload,Dload,Spkts,Dpkts,swin,dwin,stcpb,dtcpb,smeansz,dmeansz,trans_depth,res_bdy_len,Sjit,Djit,Stime,Ltime,Sintpkt,Dintpkt,tcprtt,synack,ackdat,is_sm_ips_ports,ct_state_ttl,ct_flw_http_mthd,is_ftp_login,ct_ftp_cmd,ct_srv_src,ct_srv_dst,ct_dst_ltm,'ct_src_ ltm',ct_src_dport_ltm,ct_dst_sport_ltm,ct_dst_src_ltm,Label
udp,CON,0.00509,568,312,31,29,0,0,-,669548.125,367779.9375,4,4,0,0,0,0,142,78,0,0,1.881847,1.662173,1421927566,1421927566,1.338667,1.181333,0,0,0,0,0,0,0,0,8,7,3,5,1,1,3,0
udp,CON,0.000961,130,162,31,29,0,0,dns,541103,674297.625,2,2,0,0,0,0,65,81,0,0,0,0,1421953051,1421953051,0.003,0.006,0,0,0,0,0,0,0,0,4,2,1,1,1,1,1,0
tcp,FIN,0.158822,2542,21824,31,29,7,14,-,124869.3516,1074309.625,40,44,255,255,4056710422,4294142693,64,496,0,0,222.803619,215.24905,1421933524,1421933524,4.064103,3.678791,0.000766,0.000628,0.000138,0,0,0,0,0,10,6,3,3,1,1,1,0
tcp,FIN,0.026536,2934,3742,31,29,11,15,ftp,867651.4375,1107325.875,52,54,255,255,2342000531,197662831,56,69,0,0,38.617631,0.989637,1421939602,1421939602,0.514137,0.491736,0.000607,0.000469,0.000138,0,0,0,1,1,1,2,9,6,1,1,5,0
tcp,FIN,0.073804,4238,63618,31,29,7,30,-,453091.9688,6802775,72,74,255,255,1733699732,1753276471,59,860,0,0,0,60.949983,1421930213,1421930213,1.03438,1.003918,0.000648,0.000514,0.000134,0,0,0,0,0,7,4,2,2,1,1,1,0
tcp,FIN,0.026863,3926,55114,31,29,7,27,-,1151621.25,16172133,66,68,255,255,303568669,303887823,59,811,0,0,21.256086,20.754183,1421931277,1421931277,0.4084,0.391746,0.000762,0.000605,0.000157,0,0,0,0,0,6,1,1,6,1,1,1,0
tcp,FIN,0.052995,2438,19502,31,29,7,13,-,358373.4375,2870459.5,38,40,255,255,1079280528,1157025247,64,488,0,0,86.92935,84.514471,1421947302,1421947302,1.419973,1.345231,0.00067,0.000524,0.000146,0,0,0,0,0,4,12,3,3,1,1,2,0
tcp,FIN,0.05192,9504,12298,31,29,26,31,ssh,1450847.5,1878428.375,108,114,255,255,2474038661,2470715350,88,108,0,0,51.418553,0,1421951718,1421951718,0.482393,0.458161,0.000767,0.000605,0.000162,0,0,0,0,0,1,1,1,1,1,1,1,0
tcp,FIN,0.966932,7358,275570,31,29,13,101,-,60380.66797,2270041.75,122,230,255,255,411043686,2565053369,60,1198,0,0,1981.902259,1439.684578,1421945497,1421945498,7.988578,4.220362,0.000592,0.000466,0.000126,0,0,0,0,0,18,8,4,8,4,1,4,0
tcp,FIN,0.00566,2048,2410,31,29,6,7,-,2774558.5,3276325.25,24,26,255,255,2357153875,207885283,85,93,0,0,13.969704,0,1421945833,1421945833,0.231217,0.2026,0.000719,0.000585,0.000134,0,0,0,0,0,16,5,2,4,2,1,1,0
tcp,FIN,0.141915,3770,53194,31,29,7,24,-,209195.6563,2951795.25,63,64,255,255,183350026,204678430,60,831,0,0,157.392459,142.23593,1421952569,1421952569,2.283855,2.243698,0.0007,0.000559,0.000141,0,0,0,0,0,3,7,4,5,1,1,3,0
tcp,FIN,0.028015,3598,45458,31,29,7,24,-,1010601.438,12771729,60,62,255,255,3792774050,1647675118,60,733,0,0,26.338646,25.633827,1421949078,1421949078,0.468169,0.449803,0.000715,0.000565,0.00015,0,0,0,0,0,4,5,1,5,1,1,1,0
tcp,FIN,0.024844,2934,3742,31,29,11,15,ftp,926742.875,1182740.25,52,54,255,255,2431863717,283299836,56,69,0,0,33.828858,0.827108,1421945769,1421945769,0.476725,0.457981,0.000722,0.000567,0.000155,0,0,0,1,1,1,1,6,10,1,1,6,0
udp,CON,0.000996,146,178,31,29,0,0,dns,586345.375,714859.4375,2,2,0,0,0,0,73,89,0,0,0,0,1421935140,1421935140,0.012,0.012,0,0,0,0,0,0,0,0,2,1,2,2,1,1,1,0
tcp,FIN,0.004662,1470,1728,31,29,5,4,-,2409266.25,2754182.75,22,14,255,255,2075545380,2075932739,67,123,0,0,13.563095,0.384262,1421945393,1421945393,0.222,0.291077,0.000872,0.000717,0.000155,0,0,0,0,0,15,20,14,14,4,4,4,0
udp,CON,0.001811,536,304,31,29,0,0,-,1775814.375,1007178.313,4,4,0,0,0,0,134,76,0,0,0.646296,0.32362,1421949088,1421949088,0.462,0.235333,0,0,0,0,0,0,0,0,9,5,3,2,1,1,2,0
tcp,FIN,24.679239,18162,1047224,31,29,2,345,-,5870.197266,338993.2813,340,716,255,255,505221409,539892266,53,1463,0,0,4337.798291,2837.079253,1421945318,1421945343,72.7992,34.515638,0.000698,0.000546,0.000152,0,0,0,0,0,27,24,24,22,18,18,18,0
tcp,FIN,6.833114,25936,49682,31,29,78,103,ssh,30272.58008,58003.42188,328,356,255,255,2497229270,2497546499,79,140,0,0,1372.14051,1321.264309,1421952240,1421952247,20.895354,19.30078,0.000742,0.000628,0.000114,0,0,0,0,0,1,1,2,1,1,1,1,0
udp,CON,0.001717,520,304,31,29,0,0,-,1817122.875,1062318,4,4,0,0,0,0,130,76,0,0,0.612825,0.30194,1421941760,1421941760,0.438333,0.219,0,0,0,0,0,0,0,0,7,12,3,6,1,1,3,0
tcp,FIN,0.030843,3614,47774,31,29,7,24,-,921829.875,12191810,60,62,255,255,3092850411,3107788179,60,771,0,0,0,30.528356,1421931582,1421931582,0.516729,0.496459,0.000687,0.000555,0.000132,0,0,0,0,0,10,8,6,7,1,1,2,0
tcp,FIN,0.032736,37462,3276,31,29,18,8,smtp,8978983,780791.8125,52,40,255,255,987845680,3134249091,720,82,0,0,37.677689,1.865108,1421948082,1421948082,0.634569,0.825744,0.000663,0.000528,0.000135,0,0,0,0,0,3,2,2,2,1,1,1,0
tcp,FIN,0.379737,37518,3276,31,29,18,8,smtp,775210.25,67309.74219,52,40,255,255,1923098814,1924305632,722,82,0,0,687.187543,28.79215,1421936101,1421936101,7.433981,9.71641,0.00363,0.000794,0.002836,0,0,0,0,0,1,1,1,4,1,1,1,0
tcp,FIN,1.078795,1684,10168,31,29,3,5,-,11598.12598,71220.20313,14,18,255,255,2319049480,170506272,120,565,2,192,8788.672284,7698.511804,1421945153,1421945154,82.957231,63.428882,0.000636,0.0005,0.000136,0,0,6,0,0,5,12,13,6,6,6,6,0
tcp,FIN,0.0335,2750,27294,31,29,7,16,-,641910.4375,6376358,44,46,255,255,2868487636,760649829,63,593,0,0,0,47.471716,1421943390,1421943390,0.789714,0.732778,0.000663,0.000521,0.000142,0,0,0,0,0,5,3,3,4,1,1,1,0
tcp,FIN,0.002828,320,1910,31,29,1,2,ftp-data,755304.0625,4729844,6,8,255,255,4243117521,4247004705,53,239,0,0,28.004963,0.540742,1421929630,1421929630,0.505,0.333429,0.000633,0.000489,0.000144,0,0,0,0,0,3,3,6,7,1,1,4,0
tcp,FIN,0.039064,3806,52106,31,29,7,26,-,767356.125,10509318,64,66,255,255,3735194295,3736031847,59,789,0,0,37.117738,36.90911,1421955804,1421955804,0.612936,0.593154,0.00064,0.000502,0.000138,0,0,0,0,0,10,8,2,5,1,1,2,0
tcp,FIN,1.004794,1580,10168,31,29,3,5,http,11536.69336,76465.42188,12,18,255,255,2797600847,653231939,132,565,1,3924,9527.376816,7674.691578,1421935358,1421935359,91.312092,59.07341,0.000695,0.000539,0.000156,0,0,1,0,0,2,5,2,1,1,1,1,0
udp,CON,0.100099,512,304,31,29,0,0,-,30689.61719,18221.96094,4,4,0,0,0,0,128,76,0,0,40.04982,10.393056,1421938454,1421938454,28.326,7.352,0,0,0,0,0,0,0,0,9,6,7,7,1,1,5,0
udp,CON,0.001014,130,162,31,29,0,0,dns,512820.5,639053.25,2,2,0,0,0,0,65,81,0,0,0,0,1421939152,1421939152,0.005,0.008,0,0,0,0,0,0,0,0,5,4,2,10,3,1,1,0
tcp,FIN,3.66272,2934,3742,31,29,11,15,ftp,6286.039062,8022.453125,52,54,255,255,2822410429,678093362,56,69,0,0,5295.38777,146.857234,1421943153,1421943157,71.811805,69.094133,0.000894,0.000727,0.000167,0,0,0,0,0,1,2,4,2,1,1,1,0
tcp,FIN,0.024737,12752,13306,31,29,35,33,ssh,4092007.75,4269232,128,126,255,255,4176507622,2027226948,100,106,0,0,14.223854,13.011586,1421947884,1421947884,0.19478,0.195203,0.000738,0.000601,0.000137,0,0,0,0,0,1,1,1,1,1,1,1,0
tcp,FIN,0.003111,320,1868,31,29,1,2,ftp-data,686595.9375,4204436,6,8,255,255,3873077532,3876912259,53,234,0,0,30.124491,0.616633,1421931086,1421931086,0.5534,0.373857,0.000761,0.00049,0.000271,0,0,0,0,0,3,3,6,5,1,1,4,0
tcp,FIN,0.288434,4160,2976,31,29,7,7,-,110943.9219,79602.26563,26,28,255,255,3779577534,1637153352,160,106,0,0,676.23348,17.494973,1421940170,1421940170,11.52384,10.662926,0.000663,0.000531,0.000132,0,0,0,0,0,9,10,6,3,1,1,2,0
tcp,FIN,1.732593,9400,12402,31,29,26,31,ssh,42996.82422,56775.01563,106,116,255,255,1883981479,1884300147,89,107,0,0,1657.303512,1581.917785,1421946144,1421946146,16.497837,15.056495,0.001264,0.001095,0.000169,0,0,0,0,0,2,1,5,5,2,1,1,0
tcp,FIN,0.124792,2334,16920,31,29,7,12,-,145522.1406,1056157.375,36,38,255,255,1682601786,1864752781,65,445,0,0,223.615983,217.454842,1421934350,1421934351,3.556486,3.359568,0.00063,0.000481,0.000149,0,0,0,0,0,19,9,3,8,1,1,1,0
tcp,FIN,0.051931,1470,1728,31,29,5,4,-,216286.9844,247251.1563,22,14,255,255,3717114312,3717431310,67,123,0,0,327.775342,12.849939,1421927592,1421927592,2.472905,3.938692,0.000727,0.00059,0.000137,0,0,0,0,0,6,4,2,1,1,1,1,0
udp,CON,0.00099,146,178,31,29,0,0,dns,589899,719191.9375,2,2,0,0,0,0,73,89,0,0,0,0,1421951997,1421951997,0.001,0.003,0,0,0,0,0,0,0,0,4,4,4,3,3,2,2,0
tcp,FIN,0.068544,2958,32642,31,29,7,18,-,338118.5938,3733660,48,50,255,255,3182591766,3201093353,62,653,0,0,0,80.996495,1421929514,1421929514,1.452064,1.388755,0.000619,0.000491,0.000128,0,0,0,0,0,9,5,3,4,1,1,1,0
tcp,FIN,0.060238,1140,2470,31,29,4,4,-,140642.125,307579.9375,14,16,255,255,3619464234,3615563527,81,154,0,0,315.640509,8.199803,1421933208,1421933208,4.606692,3.978467,0.000684,0.000551,0.000133,0,0,0,0,0,10,20,3,2,1,1,1,0
udp,CON,0.001063,130,162,31,29,0,0,dns,489181.5938,609595.5,2,2,0,0,0,0,65,81,0,0,0,0,1421946312,1421946312,0.012,0.009,0,0,0,0,0,0,0,0,6,3,2,3,3,1,1,0
tcp,FIN,0.102942,3614,50036,31,29,7,24,-,276194.375,3825766,60,62,255,255,269510156,269788653,60,807,0,0,92.213534,91.057808,1421929294,1421929294,1.738949,1.67818,0.000694,0.000566,0.000128,0,0,0,0,0,7,6,3,5,1,1,2,0
udp,CON,0.001151,130,162,31,29,0,0,dns,451781.0625,562988.6875,2,2,0,0,0,0,65,81,0,0,0,0,1421935569,1421935569,0.01,0.008,0,0,0,0,0,0,0,0,8,6,7,5,3,2,2,0
udp,CON,0.001055,146,178,31,29,0,0,dns,553554.5,674881.5,2,2,0,0,0,0,73,89,0,0,0,0,1421946100,1421946100,0.001,0.008,0,0,0,0,0,0,0,0,2,3,6,2,2,2,2,0
tcp,FIN,0.030066,2854,31538,31,29,7,17,-,742898.9375,8216856,46,48,255,255,1068418651,3235817264,62,657,0,0,0,42.774437,1421953133,1421953133,0.660711,0.621553,0.000973,0.00085,0.000123,0,0,0,0,0,5,7,3,2,1,1,2,0
udp,CON,0.00451,568,312,31,29,0,0,-,755654.125,415077.625,4,4,0,0,0,0,142,78,0,0,1.687157,1.448626,1421950248,1421950248,1.195,1.026333,0,0,0,0,0,0,0,0,6,19,13,4,1,1,4,0
tcp,FIN,0.03197,3390,42510,31,29,7,22,-,833281.125,10454300,56,58,255,255,958017642,958343596,61,733,0,0,35.773542,35.589306,1421951951,1421951951,0.575636,0.549877,0.000759,0.000617,0.000142,0,0,0,0,0,4,6,1,1,1,1,1,0
udp,CON,0.001046,130,162,31,29,0,0,dns,497131.9063,619502.8125,2,2,0,0,0,0,65,81,0,0,0,0,1421940738,1421940738,0.011,0.008,0,0,0,0,0,0,0,0,2,3,2,2,2,1,1,0
udp,CON,0.001038,130,162,31,29,0,0,dns,500963.4063,624277.4375,2,2,0,0,0,0,65,81,0,0,0,0,1421930549,1421930549,0.011,0.006,0,0,0,0,0,0,0,0,2,3,4,4,2,2,2,0
tcp,FIN,2.292457,2934,3740,31,29,11,15,ftp,10043.37207,12810.70898,52,54,255,255,2477345099,358240163,56,69,0,0,3345.777592,109.19557,1421952988,1421952991,44.94304,43.240961,0.000841,0.000682,0.000159,0,0,0,0,0,1,1,2,4,1,1,1,0
tcp,FIN,0.851718,2934,3742,31,29,11,15,ftp,27032.42188,34499.67969,52,54,255,255,3470325293,3475548690,56,69,0,0,1595.006589,53.447215,1421938691,1421938692,16.692176,16.060604,0.000632,0.000501,0.000131,0,0,0,1,1,1,1,4,7,1,1,2,0
udp,CON,0.00107,130,162,31,29,0,0,dns,485981.3125,605607.5,2,2,0,0,0,0,65,81,0,0,0,0,1421940658,1421940658,0.011,0.009,0,0,0,0,0,0,0,0,2,3,7,1,1,1,1,0
tcp,FIN,2.921446,2488,324496,62,252,5,127,-,6684.36084,885147.9375,52,258,255,255,251693578,2027307934,48,1258,0,0,2900.279034,1296.732524,1421930483,1421930485,57.283254,11.285418,0.104925,0.031991,0.072934,0,1,0,0,0,2,2,1,1,1,1,1,1
tcp,FIN,0.013465,2646,24692,31,29,7,15,-,1534645.375,14337022,42,44,255,255,3600857373,3616404303,63,561,0,0,0,17.54703,1421928587,1421928587,0.320537,0.300093,0.000702,0.000557,0.000145,0,0,0,0,0,4,3,2,3,1,1,2,0
tcp,FIN,1.004709,1580,10168,31,29,3,5,http,11537.66895,76471.89063,12,18,255,255,88133693,2238726223,132,565,1,3924,9524.287373,7674.129266,1421946502,1421946503,91.305545,59.070413,0.000629,0.000506,0.000123,0,0,1,0,0,1,3,4,2,1,1,1,0
udp,CON,0.001785,536,304,31,29,0,0,-,1801680.75,1021848.75,4,4,0,0,0,0,134,76,0,0,0.631446,0.318908,1421937449,1421937449,0.451,0.232,0,0,0,0,0,0,0,0,13,7,6,8,1,1,5,0
tcp,FIN,0.01811,1540,1644,31,29,4,4,-,637879.625,686029.8125,16,18,255,255,146882050,152607923,96,91,0,0,72.273466,2.000814,1421951152,1421951152,1.186067,1.038706,0.000569,0.000448,0.000121,0,0,0,0,0,8,8,7,9,6,1,6,0
tcp,FIN,0.184134,2158,2464,31,29,6,6,-,89891.05469,102620.9141,24,24,255,255,1663868464,1664180674,90,103,0,0,492.594884,13.284721,1421931891,1421931891,7.991174,7.977391,0.000813,0.000644,0.000169,0,0,0,0,0,2,4,1,1,1,1,1,0
tcp,FIN,0.023397,1540,1644,31,29,4,4,-,493738.5,531008.25,16,18,255,255,605913140,2757182556,96,91,0,0,94.150417,2.525892,1421935619,1421935619,1.538467,1.335529,0.00087,0.000687,0.000183,0,0,0,0,0,14,9,8,9,6,1,6,0
tcp,FIN,0.031964,7816,15436,31,29,30,32,-,1940182.625,3832812,122,126,255,255,285500611,286523686,64,123,0,0,16.402839,14.294693,1421931152,1421931152,0.261372,0.251928,0.000604,0.000469,0.000135,0,0,0,0,0,3,6,5,2,1,1,1,0
tcp,FIN,10.240036,13350,548216,31,29,21,197,-,10385.12012,427314.9063,232,438,255,255,523197025,548689834,58,1252,0,0,12137.24914,8804.240898,1421954177,1421954187,44.327764,23.430032,0.001311,0.001101,0.00021,0,0,0,0,0,8,5,1,2,1,1,1,0
tcp,FIN,0.019669,3078,30814,31,29,7,18,-,1227108.625,12282475,50,50,255,255,1026634421,3180827089,62,616,0,0,23.668818,22.818244,1421947270,1421947270,0.394755,0.39002,0.000703,0.000554,0.000149,0,0,0,0,0,4,14,5,2,1,1,2,0
tcp,FIN,0.046334,320,1878,31,29,1,2,ftp-data,46100.05859,283852.0313,6,8,255,255,1506139069,1514525386,53,235,0,0,641.807021,15.705278,1421945520,1421945521,9.2034,6.549571,0.000618,0.000483,0.000135,0,0,0,0,0,2,2,17,17,4,4,17,0
tcp,FIN,0.0312,3614,49590,31,29,7,24,-,911282.0625,12510513,60,62,255,255,2972540930,2979291232,60,800,0,0,0,31.272403,1421933880,1421933880,0.522864,0.503426,0.000624,0.000487,0.000137,0,0,0,0,0,12,6,2,5,1,1,1,0
udp,INT,0.000006,104,0,254,0,0,0,-,69333328,0,2,0,0,0,0,0,52,0,0,0,0,0,1421932393,1421932393,0.006,0,0,0,0,0,2,0,0,0,14,8,3,5,3,1,3,1
tcp,FIN,0.457878,4672,2976,31,29,7,7,-,78501.25781,50144.36328,26,28,255,255,202615200,2355478569,180,106,0,0,1212.691723,32.60698,1421928331,1421928331,18.301241,16.938371,0.000679,0.000537,0.000142,0,0,0,0,0,17,17,10,7,1,1,3,0
tcp,FIN,0.019868,3302,40550,31,29,7,21,-,1305013.125,16036240,54,56,255,255,506004497,521339308,61,724,0,0,19.880938,19.731971,1421935093,1421935093,0.368642,0.352273,0.000631,0.00049,0.000141,0,0,0,0,0,4,5,1,1,1,1,1,0
udp,CON,0.001784,146,178,31,29,0,0,-,327354.2813,399103.1563,2,2,0,0,0,0,73,89,0,0,0,0,1421933838,1421933838,0.008,0.007,0,0,0,0,0,0,0,0,8,5,3,2,1,1,1,0
tcp,FIN,0.006649,2054,2478,31,29,6,6,-,2359452.5,2857572.5,22,24,255,255,2430785970,2431096245,93,103,0,0,20.023604,15.239852,1421947176,1421947176,0.3138,0.26187,0.000764,0.000615,0.000149,0,0,0,0,0,9,6,1,3,1,1,1,0
udp,CON,0.001069,146,178,31,29,0,0,dns,546304.9375,666043.0625,2,2,0,0,0,0,73,89,0,0,0,0,1421945654,1421945654,0.01,0.002,0,0,0,0,0,0,0,0,2,2,2,3,1,1,2,0
tcp,FIN,0.012954,2766,24004,31,29,7,16,-,1669908.875,14502393,44,46,255,255,1462018735,3618602000,63,522,0,0,0,16.30498,1421935316,1421935316,0.29314,0.275978,0.000663,0.000531,0.000132,0,0,0,0,0,15,7,3,2,1,1,1,0
tcp,FIN,1.006705,1684,10168,31,29,3,5,http,12428.66504,76320.26563,14,18,255,255,1194092531,1195134877,120,565,1,3924,8765.826663,7675.103015,1421930298,1421930299,77.412921,59.189941,0.000597,0.000472,0.000125,0,0,4,0,0,3,4,5,3,3,2,2,0
tcp,FIN,0.450804,5928,8010,31,29,14,17,ssh,103512.8359,139697.0781,62,58,255,255,2612251668,2612532754,96,138,0,0,456.569102,476.049564,1421945855,1421945856,7.390229,7.895824,0.000759,0.000612,0.000147,0,0,0,0,0,2,2,2,5,1,1,1,0
udp,CON,0.00104,146,178,31,29,0,0,dns,561538.4375,684615.375,2,2,0,0,0,0,73,89,0,0,0,0,1421942622,1421942622,0.001,0.006,0,0,0,0,0,0,0,0,5,1,3,5,2,1,1,0
tcp,FIN,3.688948,2934,3742,31,29,11,15,ftp,6241.345703,7965.414551,52,54,255,255,1837736038,4108891874,56,69,0,0,5804.675016,180.799703,1421934927,1421934931,72.325806,69.593891,0.000594,0.000468,0.000126,0,0,0,1,1,3,1,2,2,1,1,1,0
tcp,FIN,0.002942,320,1902,31,29,1,2,ftp-data,726036.6875,4527532,6,8,255,255,1098839822,3248094691,53,238,0,0,29.119525,0.55745,1421942281,1421942281,0.5212,0.348571,0.000629,0.000496,0.000133,0,0,0,0,0,2,2,2,3,1,1,2,0
tcp,FIN,4.855314,24398,1078362,31,29,37,383,-,40107.80859,1774685.75,434,842,255,255,1397418806,3551052400,56,1281,0,0,4289.221414,3076.948301,1421946347,1421946352,11.212437,5.772749,0.000569,0.000428,0.000141,0,0,0,0,0,4,8,2,1,1,1,1,0
udp,CON,0.004643,568,312,31,29,0,0,-,734008.125,403187.5625,4,4,0,0,0,0,142,78,0,0,1.719448,1.481625,1421933185,1421933185,1.219333,1.053667,0,0,0,0,0,0,0,0,9,9,4,4,1,1,3,0
tcp,FIN,2.076789,13454,548216,31,29,21,197,-,51606.59375,2106964.25,234,438,255,255,3899401656,1755749801,57,1252,0,0,3061.814162,2235.126934,1421940306,1421940308,8.911781,4.751307,0.000585,0.000462,0.000123,0,0,0,0,0,7,12,6,3,2,1,2,0
tcp,FIN,3.406756,2934,3742,31,29,11,15,ftp,6758.335449,8625.213867,52,54,255,255,1581439707,1585537755,56,69,0,0,4767.877571,135.237609,1421938473,1421938477,66.792787,64.264266,0.00091,0.000746,0.000164,0,0,0,0,0,2,1,1,3,1,1,1,0
udp,CON,0.004767,568,312,31,29,0,0,-,714915,392699.7813,4,4,0,0,0,0,142,78,0,0,1.800059,1.512973,1421944726,1421944726,1.281333,1.077333,0,0,0,0,0,0,0,0,9,8,3,4,1,1,3,0
ospf,REQ,0,384,0,1,0,0,0,-,51.194534,0,6,0,0,0,0,0,64,0,0,0,0,0,1421930407,1421930457,10001.037,0,0,0,0,0,0,0,0,0,2,4,4,2,2,4,2,0
tcp,FIN,1.12686,7814,14908,31,29,30,32,-,55020.14453,104999.7344,122,126,255,255,3173095619,3202897916,64,118,0,0,540.621532,531.301261,1421942757,1421942758,9.309884,9.010968,0.000616,0.000482,0.000134,0,0,0,0,0,4,3,1,1,1,1,1,0
udp,CON,0.001133,146,178,31,29,0,0,dns,515445.7188,628420.125,2,2,0,0,0,0,73,89,0,0,0,0,1421941142,1421941142,0.013,0.016,0,0,0,0,0,0,0,0,3,2,2,2,1,1,1,0
tcp,FIN,0.13252,2958,32642,31,29,7,18,-,174886.7969,1931180.125,48,50,255,255,187456716,2468799419,62,653,0,0,168.884173,165.460607,1421929391,1421929391,2.813128,2.693857,0.00069,0.000518,0.000172,0,0,0,0,0,7,5,4,3,1,1,1,0
tcp,FIN,2.505109,37220,3380,31,29,18,8,-,116577.7578,10538.46289,52,42,255,255,3388330792,3416929074,716,80,0,0,3256.91332,97.377945,1421944998,1421945000,49.113097,61.086879,0.000685,0.000543,0.000142,0,0,0,0,0,4,10,10,11,3,3,3,0
udp,CON,0.001006,130,162,31,29,0,0,dns,516898.625,644135.1875,2,2,0,0,0,0,65,81,0,0,0,0,1421935368,1421935368,0.009,0.007,0,0,0,0,0,0,0,0,4,3,3,1,1,1,1,0
tcp,FIN,0.01692,2958,31788,31,29,7,18,-,1369739.875,14729551,48,50,255,255,1088180905,3243479288,62,636,0,0,0,19.507489,1421941042,1421941042,0.353043,0.340729,0.000716,0.000561,0.000155,0,0,0,0,0,7,11,3,1,1,1,1,0
tcp,FIN,1.029799,1580,10168,31,29,3,5,http,11256.56543,74608.73438,12,18,255,255,4161061028,4162137368,132,565,1,3924,9532.828834,7677.274466,1421953628,1421953629,93.586364,60.543588,0.000685,0.000553,0.000132,0,0,1,0,0,2,1,1,5,1,1,1,0
tcp,FIN,0.007116,2158,2464,31,29,6,6,-,2326025.75,2655424.25,24,24,255,255,586054079,2731748519,90,103,0,0,16.731686,0.420085,1421931821,1421931821,0.266913,0.284087,0.000709,0.000571,0.000138,0,0,0,0,0,3,5,4,3,1,1,2,0
tcp,FIN,0.006063,2054,2478,31,29,6,6,-,2587498,3133762.25,22,24,255,255,1264869826,3410559407,93,103,0,0,16.128063,13.696247,1421929374,1421929374,0.262714,0.235261,0.000794,0.000641,0.000153,0,0,0,0,0,3,8,5,3,1,1,1,0
tcp,FIN,0.22527,4056,2768,31,29,7,7,-,138038.7969,94215.82813,24,24,255,255,2959262342,812808942,169,115,0,0,660.902494,18.359432,1421940276,1421940276,9.780348,9.770218,0.000687,0.000551,0.000136,0,0,0,0,0,6,3,2,4,1,1,2,0
tcp,FIN,0.01068,2126,12514,31,29,7,10,-,1543071.125,9080899,32,32,255,255,1520797812,1521168534,66,391,0,0,19.397492,16.95564,1421942711,1421942711,0.333387,0.322452,0.000813,0.000673,0.00014,0,0,0,0,0,4,4,5,2,1,1,1,0
tcp,FIN,0.402715,7808,15114,31,29,30,32,-,153835.8438,297878.1563,122,126,255,255,999542002,3145954024,64,120,0,0,376.417182,377.655696,1421945169,1421945169,3.325339,3.21788,0.0006,0.000476,0.000124,0,0,0,0,0,3,6,3,7,3,3,3,0
tcp,FIN,0.022493,2934,3742,31,29,11,15,ftp,1023607.375,1306362,52,54,255,255,2826088356,2822958750,56,69,0,0,30.664889,0.73556,1421948336,1421948336,0.434216,0.414113,0.000672,0.00054,0.000132,0,0,0,1,1,1,1,7,5,1,1,4,0
tcp,FIN,0.537793,786,268,254,252,2,1,http,10531.93359,3332.137207,10,6,255,255,1687757387,2743197223,79,45,0,0,2658.631381,125.666539,1421931197,1421931197,52.135,90.422797,0.160765,0.085675,0.07509,0,1,0,0,0,2,1,1,1,1,1,1,1
udp,CON,0.001,130,162,31,29,0,0,dns,519999.9688,648000,2,2,0,0,0,0,65,81,0,0,0,0,1421945992,1421945992,0.012,0.005,0,0,0,0,0,0,0,0,3,3,2,2,1,1,1,0
udp,CON,0.001064,146,178,31,29,0,0,dns,548872.1875,669172.9375,2,2,0,0,0,0,73,89,0,0,0,0,1421947412,1421947412,0.011,0.009,0,0,0,0,0,0,0,0,4,1,6,2,1,1,2,0
tcp,FIN,0.004932,3672,2456,31,29,7,7,-,5625304.5,3763179.25,18,18,255,255,725722260,729468597,204,136,0,0,13.429336,0.345379,1421928464,1421928464,0.270588,0.260294,0.000682,0.000504,0.000178,0,0,0,0,0,5,6,4,5,1,1,3,0
udp,CON,0.000942,146,178,31,29,0,0,dns,619957.5,755838.625,2,2,0,0,0,0,73,89,0,0,0,0,1421946725,1421946725,0.001,0.003,0,0,0,0,0,0,0,0,2,3,8,2,1,1,1,0
tcp,FIN,1.034818,1580,10168,31,29,3,5,http,11201.96973,74246.86719,12,18,255,255,3802741089,3837401051,132,565,1,3924,9532.574387,7677.211014,1421952529,1421952530,94.042274,60.841591,0.000618,0.000507,0.000111,0,0,1,0,0,3,1,1,7,2,1,1,0
tcp,FIN,0.032385,7822,16102,31,29,30,32,-,1916442.875,3946271.5,122,126,255,255,1571963764,1572968479,64,128,0,0,16.598036,14.48583,1421947890,1421947890,0.264529,0.25524,0.000604,0.000476,0.000128,0,0,0,0,0,2,5,2,5,1,1,1,0
udp,CON,0.004609,568,312,31,29,0,0,-,739422.875,406161.875,4,4,0,0,0,0,142,78,0,0,1.737599,1.447919,1421953073,1421953073,1.235667,1.032333,0,0,0,0,0,0,0,0,11,8,3,6,1,1,3,0
tcp,FIN,0.041055,2958,32408,31,29,7,18,-,564511,6188771,48,50,255,255,2188515688,46981569,62,648,0,0,0,59.021628,1421941753,1421941753,0.865809,0.828041,0.000598,0.000477,0.000121,0,0,0,0,0,6,4,1,4,1,1,1,0
tcp,FIN,0.769693,9816,1870,62,252,9,8,smtp,97774.04688,18469.70117,24,20,255,255,2174865713,1375495094,409,94,0,0,1744.650446,46.661961,1421930155,1421930156,33.464913,40.180895,0.049611,0.005595,0.044016,0,1,0,0,0,1,1,1,1,1,1,1,1
tcp,FIN,0.02757,2334,13288,31,29,7,11,-,658687,3748712.5,36,36,255,255,485677225,2631370804,65,369,0,0,63.053478,1.735892,1421936116,1421936116,0.778429,0.7722,0.000672,0.000533,0.000139,0,0,0,0,0,8,5,5,6,1,1,3,0
